REF #,Actual_Gender,Model_Predictions,Model_Probabilities
1397,MALE,MALE,0.9663126403758179
1624,MALE,MALE,0.9834999412068849
276,MALE,MALE,0.9984463742276243
11118,FEMALE,FEMALE,0.23278698224126212
5125,MALE,MALE,0.6170528888538762
3175,MALE,MALE,0.9936756093712497
4232,MALE,FEMALE,0.48032491109966635
9112,FEMALE,FEMALE,0.20892627471134317
5964,MALE,MALE,0.8900515183689823
1198,FEMALE,FEMALE,0.29194819483143813
9631,FEMALE,FEMALE,0.4254270073639864
4190,MALE,MALE,0.8126707588233114
9094,FEMALE,FEMALE,0.3923562902252955
755,MALE,MALE,0.9931837195542553
10995,MALE,MALE,0.5999992008808203
2533,MALE,MALE,0.9690554000439675
9821,MALE,MALE,0.5559785760824899
8417,FEMALE,FEMALE,0.28175705123508604
11523,FEMALE,FEMALE,0.3009754119971831
2617,MALE,MALE,0.9003952260906373
1760,MALE,MALE,0.6717203980405878
5039,FEMALE,FEMALE,0.25911694885705117
10132,MALE,MALE,0.722806765264068
10889,MALE,FEMALE,0.4393775726167587
2170,MALE,MALE,0.9846620143664289
9062,MALE,MALE,0.7512583574758964
9015,MALE,MALE,0.7822440308319181
5338,FEMALE,FEMALE,0.3841611741785285
3760,MALE,MALE,0.964747743854776
8942,FEMALE,FEMALE,0.1679136450422652
3990,FEMALE,FEMALE,0.4121540845823794
5297,MALE,MALE,0.8354311991165482
7214,MALE,MALE,0.9228315478616935
6789,MALE,MALE,0.6080532554313822
2987,MALE,MALE,0.9486752040602865
10222,MALE,MALE,0.6565721781601109
1444,MALE,MALE,0.7730100687201639
5199,MALE,MALE,0.5637644477140138
5389,MALE,MALE,0.7735205186733016
4983,MALE,MALE,0.9733629892466711
4492,MALE,MALE,0.8948089133656693
9562,FEMALE,FEMALE,0.21466601003504643
4449,MALE,MALE,0.9648764026754274
2918,MALE,MALE,0.9368434016485783
912,MALE,MALE,0.9810419740665328
4157,FEMALE,FEMALE,0.30455232465558707
8171,MALE,MALE,0.8107946631350396
2455,MALE,MALE,0.9915247509372171
2839,MALE,MALE,0.9278259085317583
8863,FEMALE,FEMALE,0.20236688571445657
11865,FEMALE,FEMALE,0.28022817990919824
1873,MALE,MALE,0.9658600523378624
2167,MALE,MALE,0.9316805109974037
7975,FEMALE,FEMALE,0.31868998733509846
2645,MALE,MALE,0.9564935341020256
4311,FEMALE,FEMALE,0.3967606080164339
1591,MALE,MALE,0.9791592616998277
3752,MALE,MALE,0.767600125008766
6422,MALE,MALE,0.8526561408625142
6599,MALE,MALE,0.785030887974906
3924,MALE,MALE,0.6669616686970937
947,MALE,MALE,0.9595046095109668
11840,MALE,MALE,0.6229172181135708
4862,FEMALE,FEMALE,0.16234021000781237
5942,FEMALE,FEMALE,0.34793933261264776
8629,FEMALE,FEMALE,0.16072218519935902
6617,FEMALE,FEMALE,0.3156178826793249
1513,MALE,MALE,0.9837169505502463
1837,MALE,MALE,0.9319330425686952
7223,MALE,MALE,0.9169062127941353
3501,MALE,MALE,0.9856208675164768
5294,MALE,MALE,0.6853747154469011
10161,MALE,FEMALE,0.46211555983265057
11212,FEMALE,FEMALE,0.2396716011541831
2756,MALE,MALE,0.9985976812637459
7497,FEMALE,FEMALE,0.2475940492615873
618,MALE,MALE,0.9592361542620383
843,MALE,MALE,0.9928798663542012
1639,MALE,MALE,0.9614933591770548
3245,MALE,MALE,0.9982829959490607
11048,FEMALE,FEMALE,0.36214422960586035
441,MALE,MALE,0.9845370609837123
6788,MALE,MALE,0.7859823263832995
4759,FEMALE,FEMALE,0.2904244760171898
2176,MALE,MALE,0.9838688953573995
5019,FEMALE,FEMALE,0.45388315527869144
11772,FEMALE,FEMALE,0.21097967507964335
8899,FEMALE,FEMALE,0.3779543846209573
8670,MALE,MALE,0.7651463974430315
6713,FEMALE,FEMALE,0.3414474423832985
2777,MALE,MALE,0.9160818987697062
3880,MALE,MALE,0.9228314902976281
10220,FEMALE,FEMALE,0.2964911201168181
5615,MALE,MALE,0.6399391992588184
10787,FEMALE,FEMALE,0.27653810131992584
5570,FEMALE,FEMALE,0.29879485378678444
5264,FEMALE,FEMALE,0.4774966219330168
8850,MALE,MALE,0.7748482812244585
4556,FEMALE,FEMALE,0.4938087489079399
5658,MALE,MALE,0.5912836067318966
3585,MALE,MALE,0.8658736433840812
5940,FEMALE,FEMALE,0.30871816355106807
10319,FEMALE,FEMALE,0.27400674679579173
7763,MALE,FEMALE,0.46769650803202284
1425,MALE,MALE,0.6914850561822345
9457,FEMALE,FEMALE,0.1916669993278419
4667,MALE,MALE,0.6083374810518045
6435,MALE,MALE,0.8513532868981677
5670,FEMALE,FEMALE,0.27362875654983343
4931,FEMALE,FEMALE,0.1415066073895821
4406,MALE,MALE,0.6634459218077778
5887,MALE,MALE,0.8023464814690908
11892,MALE,MALE,0.6157624801715924
5200,MALE,MALE,0.855064463353292
6386,FEMALE,FEMALE,0.34659351671358757
3195,MALE,MALE,0.9128571669127514
125,MALE,MALE,0.9780348258706469
8947,MALE,MALE,0.5468128356054321
6381,MALE,MALE,0.9498458733271155
1973,MALE,MALE,0.9712477590039172
11056,FEMALE,FEMALE,0.3811141925048818
6072,MALE,MALE,0.8078630672428825
1554,MALE,MALE,0.9884079194359413
1252,MALE,MALE,0.9824299235637635
6004,FEMALE,FEMALE,0.3880263632155123
5719,MALE,MALE,0.6124359464523466
2067,MALE,MALE,0.9726633832565286
10441,MALE,FEMALE,0.2778070716077476
4802,FEMALE,FEMALE,0.21918790028469584
11436,MALE,MALE,0.6018373713588283
10357,MALE,FEMALE,0.3533244696232453
1739,MALE,MALE,0.9972508191213549
3843,MALE,MALE,0.8629995411866487
5466,MALE,MALE,0.8403010914136689
11372,FEMALE,FEMALE,0.39567001600172236
4811,FEMALE,MALE,0.5100101775188685
6498,MALE,MALE,0.9223492287288764
8877,FEMALE,FEMALE,0.2009577371590374
8980,MALE,MALE,0.5726130904649452
8845,MALE,MALE,0.8274429700560235
99,MALE,MALE,0.9993103448275862
3491,MALE,MALE,0.9268438004123154
1187,MALE,MALE,0.9802219426716945
3926,MALE,MALE,0.9176159658293824
3450,FEMALE,FEMALE,0.4479111377878284
7433,MALE,MALE,0.7594017272368991
1069,MALE,MALE,0.9868259977344542
10126,FEMALE,FEMALE,0.3951304264895353
201,MALE,MALE,0.977955079877437
2870,MALE,MALE,0.9061912563677096
5377,FEMALE,FEMALE,0.2038904843837795
5716,FEMALE,FEMALE,0.4767293868859392
10170,MALE,MALE,0.6119266179427322
8822,FEMALE,FEMALE,0.19992575831256243
2430,FEMALE,FEMALE,0.4388066749282011
6188,FEMALE,FEMALE,0.3141647178990177
3652,MALE,MALE,0.9952279189543242
2847,MALE,MALE,0.903543638422487
4493,MALE,MALE,0.6910029401536129
8984,FEMALE,FEMALE,0.42497423120721634
1724,MALE,MALE,0.9963046222249291
9807,FEMALE,FEMALE,0.4131328461364385
9771,MALE,MALE,0.7611583734587672
117,MALE,MALE,0.9328174603174603
7521,MALE,FEMALE,0.4193973373233337
6453,MALE,MALE,0.9246517811891508
11670,MALE,MALE,0.5395794550621811
890,MALE,MALE,0.9921598534086808
11207,MALE,MALE,0.6393074227479318
6932,FEMALE,FEMALE,0.30497760652478695
654,MALE,MALE,0.9955460224257128
8791,FEMALE,FEMALE,0.4120785340592849
11492,MALE,MALE,0.7261248786817108
9273,FEMALE,FEMALE,0.2250949301561594
7197,FEMALE,FEMALE,0.3067072063326085
1964,MALE,MALE,0.9697529019928168
4755,FEMALE,FEMALE,0.30146015278513105
5985,MALE,FEMALE,0.48020271466263703
2899,MALE,MALE,0.9174154171426614
9559,FEMALE,FEMALE,0.2018011017609753
3771,MALE,MALE,0.7176764487679909
6000,MALE,MALE,0.9389757769855747
9677,MALE,MALE,0.5478525202033164
11115,MALE,MALE,0.7624481592458138
7472,MALE,MALE,0.732800840233261
2825,FEMALE,FEMALE,0.30894002556735034
11709,FEMALE,FEMALE,0.20541442941303786
11786,MALE,MALE,0.6184917048680432
11692,MALE,MALE,0.5639366994114969
2876,FEMALE,FEMALE,0.4086715692139558
10446,FEMALE,FEMALE,0.36904580114041413
9175,FEMALE,FEMALE,0.41627138595796154
6745,FEMALE,FEMALE,0.2985911751028901
11443,FEMALE,FEMALE,0.4371463442687497
8939,FEMALE,FEMALE,0.2264066963813256
7495,MALE,MALE,0.8444483458067141
1925,MALE,MALE,0.9871707811683251
10577,FEMALE,FEMALE,0.2575876747645845
2900,FEMALE,MALE,0.5989493074567025
530,MALE,MALE,0.9580833333333334
1569,MALE,MALE,0.926617461287045
1838,FEMALE,MALE,0.5869446539488409
1946,MALE,MALE,0.9951728545316307
3914,FEMALE,FEMALE,0.4156458526978988
5548,MALE,MALE,0.6311711047508595
7273,MALE,MALE,0.8402774599393994
8896,FEMALE,FEMALE,0.17321352281016172
6647,FEMALE,FEMALE,0.31321900706188777
11857,FEMALE,FEMALE,0.28456142914262883
5798,MALE,FEMALE,0.4410946725228385
8316,FEMALE,FEMALE,0.3104330922134641
521,MALE,MALE,0.9987576551247261
6928,FEMALE,FEMALE,0.3522570808218537
1929,MALE,MALE,0.9903078094418452
6425,FEMALE,FEMALE,0.26287897454725084
6685,MALE,FEMALE,0.47971134316578107
6475,FEMALE,FEMALE,0.28079600046015163
4642,MALE,MALE,0.5506220995935
8744,MALE,MALE,0.6672323142825682
2933,MALE,MALE,0.9306441218335475
10728,FEMALE,FEMALE,0.3079846651514176
7743,FEMALE,FEMALE,0.4481870406988247
7710,MALE,MALE,0.7075338116876562
929,MALE,MALE,0.9973243817084452
8840,FEMALE,FEMALE,0.21044025012670098
2426,MALE,MALE,0.9507322828408243
2820,MALE,MALE,0.9527152828836455
3867,MALE,MALE,0.7725823700254285
779,MALE,MALE,0.9723359040070357
417,MALE,MALE,0.9776657782515993
7295,MALE,FEMALE,0.48194925373906405
6465,FEMALE,FEMALE,0.28674604811440974
2985,MALE,MALE,0.9360073706399477
1512,MALE,MALE,0.9922746986457508
4622,FEMALE,FEMALE,0.2219906018106056
9097,MALE,MALE,0.8164842804224467
6925,MALE,MALE,0.8133238605492743
6331,FEMALE,FEMALE,0.2924950605769931
9023,MALE,MALE,0.6296143669381823
1702,MALE,MALE,0.9984964671447152
4559,MALE,MALE,0.627218524065825
9178,MALE,MALE,0.7387202985546686
11800,FEMALE,FEMALE,0.2993550738063587
9653,FEMALE,FEMALE,0.24780192873012002
1085,MALE,MALE,0.9984964671447152
655,MALE,MALE,0.992635741652983
543,FEMALE,MALE,0.5902854412659143
11921,FEMALE,FEMALE,0.40956878318591916
6416,MALE,MALE,0.9438057961854157
10260,MALE,MALE,0.6407340529366577
10409,FEMALE,FEMALE,0.2572083918583074
1260,MALE,MALE,0.9884077993157595
1954,MALE,MALE,0.9609272593256923
5981,FEMALE,FEMALE,0.4955609328879411
4060,MALE,MALE,0.5623439894402924
11812,FEMALE,FEMALE,0.31168467899051283
535,MALE,MALE,0.9716640622289335
8184,FEMALE,FEMALE,0.24361805801278183
6394,MALE,FEMALE,0.4941114754535917
6669,MALE,MALE,0.9441838102207655
1281,MALE,MALE,0.962909755847835
501,MALE,MALE,0.9949206400768198
8697,FEMALE,FEMALE,0.14798985755199587
7909,FEMALE,FEMALE,0.2268592390776643
3455,MALE,MALE,0.6772662079922815
11777,FEMALE,FEMALE,0.23621956653064077
2392,MALE,MALE,0.9416819700543888
4539,MALE,MALE,0.5730579602772371
4973,MALE,FEMALE,0.3194195681516283
2088,MALE,MALE,0.9831878773111451
2689,MALE,MALE,0.9880017667432475
5872,MALE,MALE,0.6115776930214557
4427,FEMALE,FEMALE,0.45644147052336254
3951,MALE,MALE,0.6787781623531899
7690,MALE,MALE,0.7948242636879111
9141,MALE,FEMALE,0.3827341621170674
7657,MALE,MALE,0.8126160724827882
9439,FEMALE,FEMALE,0.18196503421889834
1546,MALE,MALE,0.9549509758687406
10422,FEMALE,FEMALE,0.2812194499305286
1788,MALE,MALE,0.9930087704419444
2078,MALE,MALE,0.9976541248023729
2687,FEMALE,MALE,0.536619553379063
11005,MALE,FEMALE,0.467423208063258
5148,FEMALE,FEMALE,0.2229600917815293
4433,MALE,MALE,0.8832693389710304
3736,MALE,MALE,0.9528548401820364
7501,FEMALE,FEMALE,0.2736626007437789
7397,MALE,MALE,0.6049558965920386
2502,MALE,MALE,0.9570612021246085
419,MALE,MALE,0.9731635776591134
2841,MALE,MALE,0.5617631199234565
7420,FEMALE,FEMALE,0.35452885953829066
859,MALE,MALE,0.6634388701250216
8916,FEMALE,FEMALE,0.23477011392031616
3346,MALE,MALE,0.9317361200108494
10086,FEMALE,FEMALE,0.4208259801426444
2451,MALE,MALE,0.9522602112568813
7936,MALE,MALE,0.7493084086479571
7681,FEMALE,FEMALE,0.3378422465141932
1188,MALE,MALE,0.9971398426448578
9945,MALE,MALE,0.6179333034033346
3045,MALE,MALE,0.7701148615361662
5715,MALE,MALE,0.9291670654100959
11731,MALE,MALE,0.6677865821545345
1016,MALE,MALE,0.9952315248655177
4756,MALE,MALE,0.9215458916147906
236,MALE,MALE,0.9991912972085386
10872,FEMALE,FEMALE,0.2936015513825376
30,MALE,MALE,0.9980484400656815
6299,FEMALE,FEMALE,0.31079583639383246
3679,MALE,MALE,0.9576828018158318
7576,MALE,MALE,0.5015874600676945
11246,FEMALE,FEMALE,0.4259890789515351
8634,MALE,MALE,0.7779669445445647
5955,MALE,MALE,0.6403030072954959
7467,MALE,FEMALE,0.4528722504704348
11113,FEMALE,MALE,0.5525107504919458
7063,MALE,MALE,0.7105207505375492
2705,MALE,MALE,0.924066831708695
2326,FEMALE,FEMALE,0.22882565906340824
10366,FEMALE,FEMALE,0.3109945040756202
6326,FEMALE,FEMALE,0.2717604670980822
2626,MALE,MALE,0.9237131240469213
10819,MALE,FEMALE,0.4082997714866491
10753,MALE,FEMALE,0.49809597241158754
5539,MALE,MALE,0.912811003058559
1503,MALE,MALE,0.9899526860572672
2221,MALE,MALE,0.9337094819911685
3435,MALE,MALE,0.9953263156314773
4114,MALE,MALE,0.8188518378847657
6700,MALE,MALE,0.8848087601312409
4505,FEMALE,FEMALE,0.36911424955962957
5029,MALE,MALE,0.8785808900643909
2790,MALE,MALE,0.9760980849357506
284,FEMALE,MALE,0.5415038482350981
3745,MALE,MALE,0.9836020744261065
609,MALE,MALE,0.9727370131102794
68,MALE,MALE,0.9280348258706469
2697,MALE,MALE,0.9283495341819035
10764,FEMALE,FEMALE,0.33112556384514436
9210,MALE,FEMALE,0.3868947258334838
7552,MALE,FEMALE,0.44449020960894886
5522,FEMALE,FEMALE,0.43607450921625
11490,FEMALE,FEMALE,0.29750278862851315
3051,MALE,MALE,0.8908403356682961
378,FEMALE,FEMALE,0.2475105900994924
1268,MALE,MALE,0.9438316625876105
3790,MALE,MALE,0.7877050414873998
7771,FEMALE,FEMALE,0.19394336072192814
10284,MALE,FEMALE,0.38666003103108243
1919,MALE,MALE,0.9847075573959951
6981,FEMALE,FEMALE,0.34115731366626456
5066,MALE,MALE,0.904509902701189
2120,MALE,MALE,0.9962552447552447
11214,FEMALE,FEMALE,0.24844957980932525
10072,FEMALE,FEMALE,0.4387308122922413
3097,MALE,MALE,0.7815140682189491
7353,MALE,MALE,0.9295618739853865
314,MALE,MALE,0.9984463742276243
3714,MALE,MALE,0.9772333624637706
3428,MALE,MALE,0.9966632329540854
4412,FEMALE,FEMALE,0.4900791937543774
4910,FEMALE,FEMALE,0.3095062136131572
6516,MALE,MALE,0.9145766373711384
213,MALE,MALE,0.9682011553683689
9247,FEMALE,FEMALE,0.24640540719956822
11215,MALE,MALE,0.7747620102492683
6718,MALE,MALE,0.9389955291549161
2794,MALE,MALE,0.9720821751495664
9598,MALE,MALE,0.5467797845713767
6216,MALE,MALE,0.9218124200040901
10460,FEMALE,FEMALE,0.3689983703103746
11570,MALE,FEMALE,0.4875526822786813
7508,MALE,MALE,0.7842596505227959
9348,FEMALE,FEMALE,0.22644517242820822
6949,FEMALE,FEMALE,0.300624310622517
7610,FEMALE,FEMALE,0.25124123750057104
2034,MALE,MALE,0.9778523658661868
7628,MALE,MALE,0.6616181740629113
289,MALE,MALE,0.9152571074026425
10476,FEMALE,FEMALE,0.25851707183410577
1217,MALE,MALE,0.9893726350727876
5949,MALE,MALE,0.5581966724723009
382,MALE,MALE,0.9995824449182659
2337,MALE,MALE,0.9087839619745673
11168,MALE,FEMALE,0.49580390014319115
11518,MALE,MALE,0.5428983252112828
11347,MALE,MALE,0.7206146530189577
2363,MALE,MALE,0.9469536242989719
9296,MALE,MALE,0.8236842428862312
9899,FEMALE,FEMALE,0.39227928190614947
3295,MALE,MALE,0.9834258986463936
2931,MALE,MALE,0.9648336328479946
10229,FEMALE,FEMALE,0.3889983512952621
1897,MALE,MALE,0.9982449475227027
6234,FEMALE,FEMALE,0.24042593000840815
10919,FEMALE,FEMALE,0.30043632059960595
3132,MALE,MALE,0.9792531081703977
9879,MALE,MALE,0.5424078390636207
5471,MALE,MALE,0.7740557023071046
9636,FEMALE,FEMALE,0.2937446593351916
10160,FEMALE,FEMALE,0.40490612194401365
2190,MALE,MALE,0.9907964611393106
3838,FEMALE,MALE,0.5757711745870177
5848,MALE,MALE,0.6586647533946405
10358,FEMALE,FEMALE,0.24958767971081408
1167,MALE,MALE,0.9922137609204873
11660,MALE,MALE,0.5910253016566986
1457,MALE,MALE,0.964648528555299
8400,MALE,MALE,0.8725960735501475
8049,MALE,MALE,0.8250119318578224
10002,MALE,MALE,0.7865150916897967
2079,MALE,MALE,0.9770747783825091
6967,FEMALE,FEMALE,0.313179972563042
690,MALE,MALE,0.9469652483722293
9007,FEMALE,FEMALE,0.44239373338153326
11439,FEMALE,FEMALE,0.45717291427503537
1926,MALE,MALE,0.9607531496281494
6306,MALE,MALE,0.9027107693193748
6593,MALE,MALE,0.9427494345756285
1524,MALE,MALE,0.9318189185028808
8465,FEMALE,FEMALE,0.2327659438608278
5331,MALE,MALE,0.7069370885400281
685,MALE,MALE,0.9904467200867613
7148,FEMALE,FEMALE,0.3690195974618115
4380,MALE,MALE,0.7504033281678317
9095,FEMALE,FEMALE,0.4612799283090003
5309,FEMALE,FEMALE,0.30937818201073747
3340,MALE,MALE,0.7158156992379938
9182,FEMALE,FEMALE,0.2365548284302755
165,MALE,MALE,0.9104031349057684
7311,FEMALE,FEMALE,0.3897004226750563
3112,MALE,MALE,0.9950859310160927
5576,FEMALE,FEMALE,0.4012817121407909
5481,MALE,MALE,0.8739578532675972
9111,FEMALE,FEMALE,0.420153805372481
6693,MALE,MALE,0.9017531608628211
4552,MALE,MALE,0.7083108813886126
3076,MALE,MALE,0.7823013542015202
8429,MALE,MALE,0.7862864520993373
5755,MALE,MALE,0.6915920834886478
1935,MALE,MALE,0.9970626745859227
1785,MALE,MALE,0.9933811510285726
8807,FEMALE,FEMALE,0.4314929794104749
142,MALE,MALE,0.9026631890879517
53,MALE,MALE,0.9510134196988526
3361,MALE,MALE,0.9435937718004554
52,MALE,MALE,0.9891880996801707
5559,MALE,MALE,0.8041195575020457
7658,MALE,MALE,0.6360934702484056
5600,MALE,MALE,0.6407656469852958
5290,MALE,MALE,0.5144462364407962
916,MALE,MALE,0.9909081849726611
1516,MALE,MALE,0.9858493531365288
10697,MALE,FEMALE,0.3907793791554574
7006,MALE,FEMALE,0.37820894307357306
11289,MALE,MALE,0.7618512804187785
11072,MALE,MALE,0.6731777714412762
2482,FEMALE,MALE,0.5699930786892891
469,FEMALE,FEMALE,0.24602876827086814
7276,MALE,MALE,0.7848784165067058
7987,MALE,MALE,0.7672843047057983
8046,FEMALE,FEMALE,0.4482629515958938
6039,MALE,MALE,0.6996426980477208
9034,FEMALE,FEMALE,0.22812363973428085
5480,FEMALE,FEMALE,0.3013795924260494
5765,FEMALE,FEMALE,0.4315511543110041
5057,FEMALE,FEMALE,0.3705745484095669
9470,MALE,MALE,0.5237301266040815
5102,MALE,MALE,0.6108188223125149
8401,FEMALE,FEMALE,0.22208400407382406
7925,FEMALE,FEMALE,0.2978167172443417
11811,MALE,MALE,0.6017511095166413
9286,FEMALE,MALE,0.528611666943251
1175,MALE,MALE,0.9773845809271273
3182,FEMALE,MALE,0.6089765065618513
6184,MALE,MALE,0.6058035520286466
7015,MALE,FEMALE,0.47688158472553005
1690,MALE,MALE,0.8890253025719212
8044,MALE,MALE,0.8770766668520507
2322,MALE,MALE,0.9190935711668594
3893,FEMALE,MALE,0.5024913181067057
11338,FEMALE,FEMALE,0.3926747187230621
1712,MALE,MALE,0.9940732360334422
11791,FEMALE,FEMALE,0.37269233265234414
7993,MALE,MALE,0.5419754970797108
8977,MALE,MALE,0.8171018605931049
1369,MALE,MALE,0.9889274470098165
5710,MALE,MALE,0.7045248730036093
538,MALE,MALE,0.9792296901752718
2184,MALE,MALE,0.9791847773783803
7561,MALE,MALE,0.9484739444038816
6332,MALE,MALE,0.7648258060281742
8889,FEMALE,FEMALE,0.15970586133622588
2439,MALE,MALE,0.9851929463230147
5597,FEMALE,FEMALE,0.3769251762587412
11916,FEMALE,FEMALE,0.2429812395835852
9891,MALE,MALE,0.7514337280667703
8701,FEMALE,FEMALE,0.4891347460126015
5568,MALE,MALE,0.812676559027871
477,MALE,MALE,0.9712522642020158
4408,FEMALE,FEMALE,0.3296653708293526
2383,MALE,MALE,0.9369970508008835
11575,MALE,MALE,0.5970124641325752
4043,MALE,MALE,0.9588898871815771
10250,FEMALE,FEMALE,0.41574360524775905
5701,MALE,MALE,0.8586541127218217
2668,MALE,MALE,0.924149316427346
6954,FEMALE,FEMALE,0.2803654779199828
1344,MALE,MALE,0.9689714831459141
6439,FEMALE,FEMALE,0.323798414011661
5907,MALE,MALE,0.5714374153698497
9779,MALE,FEMALE,0.43316282103945525
1565,MALE,MALE,0.9934330323855391
9853,MALE,MALE,0.7771421111754517
6710,FEMALE,FEMALE,0.40772413905278504
937,MALE,MALE,0.9537660789467874
4131,FEMALE,FEMALE,0.4284635368718991
2656,MALE,MALE,0.9613574168586956
10909,MALE,FEMALE,0.4508731615499133
11379,MALE,MALE,0.7452190749049941
124,MALE,MALE,0.9919934838640195
1553,MALE,MALE,0.9368286153939179
86,FEMALE,FEMALE,0.39896895524496145
10962,MALE,FEMALE,0.44742391064819487
1683,MALE,MALE,0.9468809860303814
6443,FEMALE,MALE,0.6511935834917005
10592,MALE,MALE,0.6523443466010405
11294,MALE,MALE,0.7684643580287193
10101,MALE,MALE,0.7105399018449962
5013,FEMALE,FEMALE,0.4322072917577254
11513,FEMALE,FEMALE,0.4431467927370531
6952,FEMALE,FEMALE,0.38042108455178236
6442,MALE,MALE,0.7706303374483544
6727,MALE,MALE,0.7198125109957352
807,MALE,MALE,0.9629862495141945
1671,MALE,MALE,0.9827604194721369
4033,FEMALE,FEMALE,0.3820317240004208
7181,MALE,MALE,0.9253613301482843
8279,MALE,MALE,0.9425683070103772
1559,MALE,MALE,0.9920767099922759
10248,FEMALE,FEMALE,0.3240173652301085
1576,MALE,MALE,0.9929550353067934
9537,FEMALE,FEMALE,0.20210574060138484
10318,FEMALE,MALE,0.5208524529051162
6943,MALE,MALE,0.7760108992754159
461,MALE,MALE,0.8538400594312309
518,MALE,MALE,0.9706763898528656
3511,FEMALE,FEMALE,0.3281328226730743
8841,MALE,MALE,0.7409057637090131
1836,MALE,MALE,0.994694163061234
11165,MALE,FEMALE,0.477708662047953
4054,MALE,MALE,0.6076563601904256
2786,MALE,MALE,0.9484528589531611
1223,MALE,MALE,0.7953704248423951
10742,FEMALE,FEMALE,0.3216175643994601
10594,FEMALE,FEMALE,0.2737740334109976
1340,MALE,MALE,0.9961748309790625
9726,MALE,MALE,0.5098750316545432
11461,MALE,MALE,0.6236335409019802
1981,MALE,MALE,0.9825940296042517
551,MALE,MALE,0.982745801918158
9249,FEMALE,FEMALE,0.40109781043040044
4056,FEMALE,FEMALE,0.3703076278110423
1580,MALE,MALE,0.9825669799652279
7275,MALE,MALE,0.907179313709588
6483,MALE,MALE,0.5805106016083181
532,MALE,MALE,0.9886979995043559
178,MALE,MALE,0.9390076551247262
7767,FEMALE,MALE,0.5604270161300807
6249,MALE,MALE,0.541634779683127
2991,MALE,MALE,0.8377793878561017
1868,MALE,MALE,0.9484726948340763
3146,MALE,MALE,0.9669729004969628
1480,MALE,MALE,0.9940832408717803
5096,MALE,MALE,0.5550740128339156
3220,MALE,MALE,0.9952262603824178
1285,MALE,MALE,0.9854748416283944
3567,MALE,MALE,0.9326914010155026
2718,MALE,MALE,0.9234912094387014
9722,MALE,MALE,0.7676072049619458
5957,MALE,MALE,0.8471802695233156
6639,MALE,MALE,0.5133657424388425
11652,MALE,MALE,0.5184374550743792
10671,MALE,MALE,0.5665439995957958
8621,FEMALE,FEMALE,0.1581892882223213
9843,MALE,MALE,0.5025765010852415
8149,FEMALE,FEMALE,0.2313320330759404
4153,MALE,MALE,0.6928858209652895
8509,MALE,MALE,0.7197255861069557
8286,MALE,MALE,0.8807013652679178
10761,FEMALE,FEMALE,0.308078448832412
11596,FEMALE,FEMALE,0.3696720849203817
10163,MALE,MALE,0.6216112967842186
4970,MALE,MALE,0.9185061551477305
7611,MALE,MALE,0.7656225082403467
3946,MALE,MALE,0.8785549704703063
2491,MALE,MALE,0.9461278394716582
11767,FEMALE,FEMALE,0.37533401207960937
8269,MALE,FEMALE,0.3637882006676523
2605,MALE,MALE,0.9081979670807224
11540,FEMALE,FEMALE,0.3889537958946883
7372,MALE,MALE,0.7915382748744184
641,FEMALE,FEMALE,0.30287676235413924
11790,MALE,MALE,0.5929120988503516
6189,FEMALE,MALE,0.5399935656037171
5104,MALE,MALE,0.7794856291177221
11459,FEMALE,FEMALE,0.4022754649167984
1474,FEMALE,FEMALE,0.3413077464953571
9079,MALE,MALE,0.6751338440030917
7770,FEMALE,FEMALE,0.256424859809054
6857,FEMALE,FEMALE,0.36311512080844366
11200,FEMALE,FEMALE,0.26592435177311213
3767,MALE,MALE,0.9775400179392324
1882,MALE,MALE,0.997241246014494
343,MALE,MALE,0.9605411334519545
10946,MALE,FEMALE,0.46086128060243325
7775,FEMALE,FEMALE,0.2408862031824053
11749,FEMALE,FEMALE,0.36986275362438
778,MALE,MALE,0.9949645842973102
950,MALE,MALE,0.9988632572431958
4314,FEMALE,FEMALE,0.4294239122028231
2923,MALE,MALE,0.8576172497669492
7232,MALE,MALE,0.5102944548837887
9081,MALE,FEMALE,0.4911388564411452
4286,FEMALE,FEMALE,0.3353362276043036
8190,MALE,MALE,0.717090898705882
7589,FEMALE,FEMALE,0.2828227448902515
11046,MALE,MALE,0.6817219804789475
5980,MALE,MALE,0.8689213904229244
2782,MALE,MALE,0.9777186437526173
7905,MALE,MALE,0.6651777361959341
11241,MALE,MALE,0.721901051271249
11487,MALE,MALE,0.5922472752097336
1708,MALE,MALE,0.9911014799856076
10179,MALE,MALE,0.5782813220016716
5068,MALE,MALE,0.7717192290087644
4127,FEMALE,FEMALE,0.3196177836047391
7540,FEMALE,FEMALE,0.2791664379667007
10755,FEMALE,FEMALE,0.28308748040094467
8441,MALE,MALE,0.5562424815795679
344,MALE,MALE,0.9474049696907906
9219,MALE,MALE,0.7523739996373496
9403,MALE,MALE,0.6581275321907347
11234,FEMALE,FEMALE,0.38692666313911145
5020,FEMALE,FEMALE,0.2722075881005293
11085,FEMALE,FEMALE,0.1986482497140196
2883,MALE,MALE,0.9679216661048897
4879,MALE,MALE,0.5392454753602756
1687,MALE,MALE,0.9962135719524121
2171,MALE,MALE,0.9820656663301703
3695,MALE,MALE,0.9495063878754095
4050,MALE,MALE,0.8230775839589609
9576,MALE,MALE,0.5644577762438296
1562,MALE,MALE,0.9980507765787984
8743,FEMALE,FEMALE,0.1543109770323455
7971,FEMALE,FEMALE,0.20213337926389624
